price,area,cafe_count,restaurant_count,bar_count,pub_count,fast_food_count,school_count,university_count,library_count,hospital_count,clinic_count,pharmacy_count,bank_count,atm_count,bus_station_count,parking_count
2880,115.0,4,13,3,2,4,0,0,1,0,0,2,0,1,0,5
2880,115.0,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0
2880,115.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
2880,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880,115.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2880,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2880,115.0,2,9,0,0,4,4,0,1,0,0,0,1,0,0,0
2880,115.0,5,20,4,2,8,1,0,0,0,0,1,0,3,0,1
2880,115.0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2880,115.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2880,115.0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
2880,115.0,5,20,4,2,8,1,0,0,0,0,1,0,3,0,1
2880,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2880,115.0,5,8,0,1,1,1,0,1,0,0,1,0,1,0,1
2880,115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7980,260.0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0
7980,260.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
7980,260.0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
7980,260.0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
7980,260.0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0
7980,260.0,5,20,4,2,8,1,0,0,0,0,1,0,3,0,1
7980,260.0,2,7,0,0,1,0,0,2,0,0,1,2,5,0,0
7980,260.0,1,6,0,0,1,0,0,0,0,0,1,0,2,0,3
7980,260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,260.0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0
7980,260.0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
7980,260.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
